"Combination_1","Combination_2","Combination_3","Combination_4","Combination_5","Combination_6","Combination_7","Combination_8","Combination_9","Combination_10"
138,112,96,106,140,92,62,56,64,98
140,100,124,104,110,56,52,56,64,68
82,90,96,112,110,70,52,64,64,68
98,92,100,104,110,60,52,56,64,68
90,90,124,104,110,46,62,56,64,68
102,90,96,104,116,106,74,56,94,68
82,90,100,104,110,56,52,60,64,68
82,102,98,104,116,68,66,56,64,68
92,90,106,104,110,82,52,56,64,68
116,94,96,104,110,46,64,56,84,68
138,90,136,104,110,100,62,58,64,84
82,96,112,104,110,46,80,56,64,68
92,96,128,132,110,58,58,56,64,68
112,92,96,104,110,66,52,60,64,68
122,90,102,148,110,74,118,56,76,68
94,90,96,142,110,88,52,56,64,68
88,158,178,104,110,46,52,68,64,68
126,90,96,104,116,74,56,56,64,68
82,118,100,104,110,54,52,56,68,70
92,90,96,104,114,46,86,86,64,68
140,104,102,104,110,70,76,56,64,68
100,96,96,104,110,46,66,64,64,68
124,90,138,104,110,50,70,74,86,68
82,90,96,114,110,76,54,56,66,68
82,90,96,120,110,72,74,68,64,68
84,158,96,122,110,68,52,56,122,68
110,134,100,104,132,50,66,72,64,84
100,92,136,104,110,56,62,56,64,68
94,98,96,142,110,76,72,82,64,68
104,90,158,112,130,52,52,56,64,68
108,94,100,104,110,54,78,72,72,68
82,112,96,104,110,54,114,66,84,68
110,118,96,108,110,68,88,62,64,68
82,128,96,104,110,46,74,68,100,82
100,108,110,108,110,52,68,56,64,78
124,90,96,104,110,66,56,56,64,68
106,90,110,104,114,70,68,80,72,68
112,90,96,104,110,68,76,56,78,94
118,108,96,128,110,52,72,58,80,68
104,114,110,104,116,56,74,56,64,68
96,100,128,122,110,84,88,56,64,68
82,90,96,104,110,80,62,56,68,92
112,100,126,104,110,54,54,56,64,68
108,90,96,104,120,46,52,72,66,72
82,100,110,112,124,56,52,56,64,68
96,90,118,104,110,76,52,62,80,68
86,90,96,108,110,46,60,56,64,68
86,90,96,104,110,46,52,56,64,68
82,90,128,104,110,70,68,56,64,72
110,108,96,118,110,66,56,66,64,68
82,90,106,104,110,50,56,64,68,68
150,94,96,112,114,56,52,76,78,74
82,140,96,116,110,46,52,56,68,84
96,148,110,104,110,54,80,62,64,80
136,104,112,104,110,56,52,56,64,68
124,114,96,104,128,54,58,56,64,68
82,90,104,120,110,46,52,56,68,68
88,104,102,104,118,52,72,88,64,68
98,134,96,104,110,84,52,68,68,68
82,100,140,104,110,90,82,66,64,76
82,114,96,114,110,52,52,56,64,68
82,98,104,108,114,82,88,56,68,68
116,90,122,104,110,98,62,56,64,68
110,106,96,110,110,46,84,82,70,68
86,90,116,110,118,50,60,70,64,88
88,116,104,108,110,46,60,94,96,78
98,102,122,104,110,78,52,60,76,68
130,98,120,112,110,64,52,66,84,68
104,102,96,104,110,74,82,68,64,68
84,110,96,104,114,74,74,78,64,68
82,90,96,104,132,46,68,56,80,68
122,90,100,104,114,46,60,56,64,98
104,90,96,152,110,100,76,56,64,68
122,104,136,104,110,50,52,56,64,68
136,90,96,116,110,46,52,56,64,68
96,90,96,106,110,70,52,60,64,68
106,100,104,104,110,50,86,56,78,68
122,90,112,124,110,62,66,56,80,68
98,108,96,104,130,50,66,62,88,68
82,106,96,104,110,70,56,56,64,68
94,90,96,112,116,58,60,60,72,68
82,96,100,114,110,80,66,62,64,68
112,152,96,104,110,98,82,56,64,68
82,90,120,104,110,46,68,56,64,68
82,106,96,116,132,46,100,56,64,68
82,94,100,104,110,62,68,70,64,68
132,122,96,104,110,62,68,60,64,70
122,90,96,104,110,46,84,64,70,96
82,90,96,104,116,50,78,60,64,68
82,90,100,120,116,50,56,58,64,70
104,90,96,106,110,52,56,88,64,68
86,156,96,104,158,56,52,56,64,68
88,118,98,126,110,46,62,56,64,68
106,90,106,104,110,46,54,56,90,68
82,100,96,104,114,58,66,56,64,68
118,112,116,106,110,70,96,88,64,68
128,90,96,120,110,58,58,56,64,68
82,154,154,104,118,50,64,86,72,68
82,96,96,104,114,54,56,62,70,68
112,114,96,104,114,52,82,62,68,68
82,124,114,110,110,46,52,64,70,72
110,96,96,104,110,84,52,76,64,68
116,90,132,112,110,46,52,56,82,68
82,90,96,124,110,50,52,68,64,68
104,90,96,104,110,56,56,56,64,68
118,128,132,104,110,76,52,64,64,68
98,124,128,104,110,54,52,78,88,68
116,90,96,110,110,54,52,56,64,68
82,120,96,104,110,86,52,68,64,68
110,114,96,104,110,46,52,56,64,68
114,112,114,106,110,64,58,62,84,68
100,94,96,130,110,58,52,72,64,68
82,90,106,104,110,66,96,56,76,68
134,106,114,104,110,84,56,56,64,78
82,116,120,114,110,50,52,80,86,68
110,90,96,126,110,66,60,56,68,68
82,96,96,110,110,72,60,100,84,68
116,130,96,104,110,64,54,86,64,68
108,90,102,116,110,52,88,60,64,68
100,120,98,104,110,60,62,72,64,68
110,106,96,104,110,92,68,56,64,74
84,136,100,104,118,52,66,56,68,68
110,126,96,104,110,46,60,94,64,76
118,104,96,110,110,70,90,102,64,68
130,90,112,124,110,46,56,56,74,112
126,90,116,116,124,70,72,64,68,68
120,112,96,128,110,72,52,60,64,68
88,106,100,120,110,46,60,74,72,68
82,120,96,104,126,64,60,88,64,68
82,90,122,112,110,46,52,102,64,96
118,90,102,104,110,52,78,56,64,68
84,94,118,104,110,84,78,56,64,68
82,90,136,104,110,62,52,92,64,68
94,114,134,110,110,46,52,56,64,68
84,92,108,122,110,46,52,60,64,68
108,128,96,124,118,46,52,82,64,68
128,148,96,108,110,52,52,56,64,74
128,90,96,104,114,52,112,56,64,68
132,90,116,104,116,60,52,82,64,68
82,90,110,104,114,56,70,56,64,68
96,98,108,104,110,46,68,56,64,68
160,90,96,104,110,66,56,56,64,68
88,104,98,104,110,54,56,56,64,68
110,90,96,110,110,54,56,58,64,68
122,90,128,104,110,60,52,58,64,76
82,90,96,104,110,74,62,56,68,84
106,90,96,104,110,70,96,56,64,70
90,90,96,132,110,62,56,56,68,68
90,96,104,104,110,54,58,58,86,68
90,90,96,104,110,46,52,70,64,68
86,130,124,104,110,46,84,62,64,68
82,90,108,104,130,46,56,72,68,68
110,106,96,114,110,64,52,56,64,76
84,116,96,104,110,86,52,60,64,68
100,90,96,124,110,90,90,56,64,68
136,90,132,104,110,52,98,56,72,68
82,90,136,104,110,66,64,56,78,68
110,114,96,104,110,94,52,88,64,68
96,110,112,104,110,62,52,66,84,68
82,94,108,104,110,52,52,56,64,88
150,128,126,148,114,58,78,56,80,68
104,120,130,104,110,46,52,56,66,68
100,124,108,104,110,68,72,56,64,68
82,136,96,104,110,52,52,68,64,80
94,104,124,104,110,56,76,56,74,68
102,106,106,104,110,46,52,106,64,68
114,90,110,104,110,60,52,64,74,68
116,128,112,110,110,46,52,58,64,68
138,128,96,104,110,66,58,120,78,72
98,90,174,104,110,70,58,68,68,68
96,90,118,104,110,50,78,56,76,114
82,106,104,114,126,50,94,56,64,68
122,94,122,104,114,46,80,56,64,68
82,118,100,104,110,56,80,80,64,68
128,90,96,124,116,78,52,60,84,68
104,90,102,104,110,50,52,74,64,78
96,100,106,110,142,52,110,74,64,68
86,126,96,104,110,58,56,60,88,68
90,90,134,104,110,94,64,56,64,68
100,90,122,104,110,92,60,58,64,68
116,120,106,104,110,50,56,64,64,68
100,118,96,104,110,76,102,60,64,68
112,124,132,104,122,46,56,56,64,68
82,122,96,104,110,50,70,56,64,84
82,124,104,144,140,46,80,56,66,68
128,120,100,104,110,122,52,98,76,68
84,90,110,118,110,46,54,56,64,68
116,144,96,104,110,46,52,70,64,68
106,92,96,118,110,52,110,80,78,68
82,98,128,104,110,66,54,66,72,68
88,96,96,104,118,50,86,56,64,68
98,94,96,128,110,46,56,56,82,68
88,90,98,104,110,90,52,74,64,68
136,90,162,104,110,50,72,64,68,68
88,90,96,108,110,52,64,78,64,80
86,120,114,104,122,46,52,56,64,68
118,122,96,104,116,52,52,64,64,68
82,94,120,104,128,54,86,56,74,72
90,90,108,104,134,46,52,56,64,68
98,96,96,104,110,46,52,56,64,68
116,90,118,104,110,74,68,56,64,68
104,106,96,104,110,58,64,78,64,68
82,90,116,104,110,46,78,56,64,68
98,90,104,104,110,46,70,56,68,68
82,90,120,104,110,68,52,56,90,78
100,90,96,110,110,50,52,90,64,68
92,92,96,104,110,46,74,56,64,68
128,116,96,104,110,50,56,82,64,68
134,96,96,104,110,50,58,56,64,68
96,126,96,104,124,60,52,56,68,68
82,110,100,114,116,46,52,60,74,78
82,92,178,104,118,60,90,56,64,68
100,90,96,156,110,80,54,124,64,68
82,90,98,104,110,76,52,72,64,68
100,102,96,104,110,50,86,68,64,68
124,106,96,120,118,46,52,56,64,68
82,98,96,124,110,52,82,76,68,68
82,110,96,104,110,56,70,80,64,68
82,98,96,104,110,52,62,68,64,68
134,90,96,104,110,46,68,72,64,68
102,90,96,104,110,54,70,56,86,68
88,142,102,104,110,50,52,68,76,68
104,108,112,104,110,62,52,62,64,68
110,120,122,104,110,46,52,62,64,68
116,180,96,104,110,80,52,86,64,68
92,106,114,108,110,46,52,72,64,74
106,100,96,104,110,84,56,56,64,68
84,104,96,104,110,70,54,92,64,68
104,90,108,104,110,78,86,82,86,68
82,124,96,104,154,74,70,56,88,68
82,90,118,104,110,46,56,60,86,68
82,90,100,126,110,102,90,68,64,68
90,90,96,104,118,66,80,60,68,74
104,96,96,104,124,46,64,56,64,68
82,120,96,104,110,54,52,62,104,80
100,90,96,104,110,60,52,56,64,86
112,120,96,108,110,46,86,66,72,68
114,90,96,104,110,78,52,56,64,70
90,100,96,104,110,76,74,72,70,68
82,98,96,104,110,84,60,58,68,68
82,90,160,104,110,76,62,68,64,68
120,96,106,118,140,54,70,76,64,68
94,90,98,104,122,64,68,60,68,70
100,90,124,130,110,46,52,56,82,68
104,96,98,104,146,84,52,60,64,68
82,100,122,104,110,52,56,58,64,68
116,90,98,104,136,58,52,74,64,68
82,92,120,104,110,46,78,62,114,68
130,102,96,104,126,64,52,60,64,68
104,108,96,104,110,72,52,74,64,68
90,94,134,104,110,68,52,56,64,68
94,114,96,104,110,66,70,58,108,68
104,90,96,116,114,72,70,56,64,68
88,134,102,108,110,104,52,56,64,78
142,100,96,118,110,46,62,80,64,68
82,90,152,126,120,54,52,72,64,68
112,90,96,104,110,54,52,56,64,68
96,114,96,104,110,74,62,56,64,76
90,90,96,104,114,90,52,56,64,78
96,90,96,104,110,68,52,76,64,84
90,94,96,104,110,46,52,68,68,68
102,124,96,104,110,68,62,56,64,80
116,102,96,108,110,108,84,80,82,72
108,100,96,130,138,50,70,82,70,78
96,90,100,126,110,46,66,56,64,68
102,90,100,104,132,46,54,56,64,68
94,90,96,104,116,56,96,76,66,68
82,94,96,110,110,56,78,56,64,68
114,132,102,130,110,56,58,56,66,68
106,90,130,104,110,46,60,56,64,92
82,106,96,120,114,86,52,94,64,68
110,110,96,108,110,62,52,56,64,68
144,142,96,104,110,50,52,64,64,74
118,116,104,104,110,60,84,56,64,68
128,90,118,104,128,46,54,56,64,68
90,90,96,104,110,46,52,78,64,68
102,90,158,124,110,52,68,56,64,68
118,100,96,104,116,46,90,76,64,68
84,128,96,104,110,52,52,56,64,80
86,90,108,104,110,60,76,58,64,80
128,100,96,132,110,50,52,72,64,76
82,96,96,104,110,68,58,56,64,68
102,104,100,104,110,68,58,84,64,70
104,90,96,104,118,46,60,62,64,84
136,108,96,104,110,46,60,62,64,68
100,92,96,104,114,74,116,56,64,78
82,90,96,104,110,62,58,56,64,68
84,102,96,122,126,50,52,66,64,68
82,96,128,124,110,46,68,60,64,68
122,96,96,110,114,76,54,70,64,68
150,90,110,104,110,88,52,56,72,68
100,100,96,104,110,58,60,68,64,68
82,90,96,104,126,46,76,56,68,68
90,106,96,114,110,58,58,72,64,78
90,96,96,104,110,82,52,66,64,68
82,132,96,104,110,46,52,68,64,68
82,90,96,104,110,68,54,56,64,90
98,104,96,104,110,62,64,56,70,68
82,90,96,104,110,60,84,58,64,68
124,124,112,112,110,54,52,76,64,68
116,90,96,124,110,78,68,78,64,76
104,124,96,104,110,54,64,56,80,76
114,92,102,114,110,56,56,56,64,86
86,118,96,104,128,54,52,68,92,72
82,124,96,104,110,56,56,72,66,68
92,102,148,104,114,74,54,78,76,68
126,120,118,104,110,46,52,56,64,68
94,114,96,104,110,62,52,68,84,70
100,90,96,104,110,80,52,62,86,68
88,90,102,118,110,56,76,56,64,68
112,154,130,104,110,80,52,80,64,68
82,94,106,104,116,72,78,92,64,68
90,118,96,104,110,46,70,60,64,68
106,92,96,110,116,58,84,56,64,68
130,90,116,104,110,94,60,56,64,68
88,90,96,104,110,68,52,56,66,68
102,98,96,128,110,46,52,84,64,68
104,108,96,104,110,68,58,66,64,68
92,130,96,126,110,78,56,56,64,82
82,90,116,104,148,78,72,56,64,68
104,116,142,104,110,70,52,76,82,68
82,104,104,114,110,46,70,56,70,72
82,108,108,114,110,46,52,56,64,68
140,98,96,104,124,46,52,58,66,68
88,114,118,120,110,46,86,58,88,88
118,90,112,104,110,60,52,56,64,68
112,90,112,104,126,84,94,56,64,68
128,90,126,104,116,46,64,56,64,68
82,90,96,104,126,106,80,56,64,72
96,90,96,104,110,102,52,56,64,94
104,100,96,104,116,50,52,56,72,68
94,160,96,104,110,50,52,56,84,74
124,98,102,104,110,66,64,62,64,100
100,90,96,104,110,60,56,56,64,68
82,98,96,112,110,56,66,72,64,76
126,108,128,104,110,46,52,62,64,68
96,94,170,106,110,76,80,56,68,68
82,94,124,104,110,54,94,56,64,68
100,90,128,104,110,46,52,60,64,68
82,90,96,104,110,60,60,60,64,68
82,94,116,104,122,46,66,66,88,68
122,100,108,142,110,46,52,56,64,68
120,96,118,104,110,50,52,74,64,68
104,110,96,112,110,52,52,56,64,68
90,90,118,104,110,46,52,68,64,88
96,96,96,104,110,66,52,60,64,68
112,90,96,104,110,50,78,56,64,68
82,106,116,104,110,60,70,78,64,68
82,110,96,104,110,72,54,56,64,68
130,90,96,104,110,46,60,56,82,68
84,94,96,104,110,68,56,56,74,68
94,112,130,128,110,50,70,86,64,88
88,90,108,104,110,66,56,56,64,82
94,106,96,104,110,58,56,56,64,74
96,90,96,104,124,46,52,76,64,68
98,90,96,106,110,46,52,56,64,86
110,140,124,122,110,68,72,62,64,68
116,112,102,104,110,50,52,56,64,68
110,126,102,104,110,46,52,56,84,68
82,90,98,104,122,46,52,56,68,68
82,106,96,120,110,54,74,68,64,92
82,90,118,110,110,54,74,74,72,68
88,104,124,104,110,46,94,56,64,68
110,90,96,104,110,64,52,58,64,68
82,118,120,104,114,46,88,76,64,68
88,90,96,110,110,46,68,56,68,68
102,90,104,104,110,120,52,62,64,68
94,104,110,104,110,46,72,72,68,68
100,96,96,120,110,46,88,84,64,68
124,110,112,104,110,66,52,58,64,68
128,90,96,114,110,82,56,56,64,68
82,114,96,148,110,52,80,56,68,68
82,100,106,118,110,82,52,58,64,68
122,96,132,112,110,54,56,64,64,68
122,106,100,104,110,102,80,86,64,68
92,98,96,134,110,60,52,64,64,84
98,120,106,104,110,88,66,70,64,72
82,110,120,104,110,62,66,66,64,68
122,98,96,104,110,74,52,56,70,68
94,92,128,104,110,66,52,56,64,68
82,90,102,104,110,76,78,56,64,68
88,90,112,116,118,46,52,78,64,78
92,90,114,116,110,58,54,56,64,68
98,90,108,104,110,46,60,62,64,68
94,90,96,104,110,46,62,62,64,80
82,90,118,104,110,46,74,56,64,68
92,108,108,104,110,52,60,56,64,68
90,90,96,106,110,56,52,72,64,68
82,120,96,104,110,72,56,56,64,68
96,94,96,104,110,46,52,72,64,68
96,90,96,104,110,60,56,56,64,68
86,96,96,130,110,46,70,56,64,68
94,94,108,108,110,68,68,78,64,68
134,90,122,104,124,46,52,66,64,68
128,96,134,104,110,46,60,56,64,68
154,104,96,108,110,46,56,56,64,68
82,114,106,104,114,50,86,60,64,68
116,108,112,104,110,46,64,70,64,80
82,90,108,104,118,54,54,58,70,68
112,118,96,132,110,56,56,56,70,72
100,90,96,104,126,46,64,68,68,94
114,138,96,140,110,68,68,56,78,68
100,104,116,116,110,52,74,56,64,68
88,90,96,104,110,50,66,56,86,68
118,110,96,108,110,64,72,56,82,70
98,116,96,104,114,64,60,70,84,68
96,112,114,122,110,56,64,64,64,68
100,114,96,114,110,46,56,56,64,68
110,96,96,122,110,76,68,56,64,72
98,100,96,104,110,46,64,56,64,70
120,94,96,136,110,54,52,76,90,68
132,90,96,104,110,46,62,72,64,68
82,98,96,104,110,76,52,56,64,68
132,102,96,104,110,68,52,64,64,70
114,90,96,104,116,70,76,56,74,68
82,104,96,104,110,62,76,56,64,68
82,124,96,110,110,68,60,58,64,86
102,148,96,136,110,70,62,56,80,74
106,92,96,104,110,98,60,56,64,68
112,110,96,104,110,88,52,72,64,68
90,98,114,104,110,52,52,56,64,82
104,94,118,104,110,76,52,104,68,68
94,106,100,104,122,56,96,68,64,68
134,90,96,108,110,80,52,56,70,76
104,108,138,104,110,50,92,88,68,68
114,108,96,104,116,60,94,62,64,68
96,108,96,118,110,78,54,56,64,68
104,106,112,104,110,68,60,56,96,68
88,90,96,104,110,54,60,56,64,68
84,96,104,104,118,56,60,78,72,68
82,116,132,122,110,46,68,66,72,68
86,90,140,104,110,46,56,56,64,68
130,108,96,104,110,100,52,56,64,68
82,104,96,106,110,80,60,58,64,78
82,90,96,104,126,52,52,60,74,68
116,130,96,104,110,80,58,62,74,68
90,90,96,104,110,54,60,58,74,68
96,120,130,104,116,84,56,56,70,70
82,100,96,104,120,46,64,58,90,68
124,112,96,122,110,52,72,84,64,68
94,100,120,104,114,68,68,56,64,68
86,90,116,104,110,50,90,66,64,68
82,130,104,112,110,56,88,58,68,68
96,116,96,126,110,66,66,66,82,70
112,90,96,104,110,70,72,70,76,68
96,90,102,132,110,88,60,56,86,68
100,114,96,104,110,46,52,68,64,68
82,90,106,104,110,82,52,80,84,68
114,144,96,104,158,62,70,56,76,76
82,90,112,116,110,66,54,60,64,68
114,116,96,104,110,66,52,56,64,68
112,100,96,104,110,62,78,74,78,68
82,108,98,112,110,50,52,88,64,68
98,90,122,120,152,46,52,58,96,68
102,90,96,116,110,80,64,58,78,68
96,90,96,104,110,82,52,56,68,68
142,128,120,122,122,60,76,56,76,68
170,128,96,104,128,46,52,66,64,68
88,104,116,118,110,52,76,56,64,68
86,94,96,104,110,54,54,80,82,68
138,118,112,124,110,46,52,84,64,68
84,126,96,104,110,66,52,72,64,68
104,90,96,112,110,76,52,56,72,68
122,90,96,104,110,82,80,56,64,68
82,96,96,104,120,90,86,62,64,68
82,116,96,122,116,80,52,72,64,68
82,90,96,104,110,46,52,88,64,68
92,90,96,104,110,54,52,56,64,68
86,98,104,104,126,74,94,56,68,68
82,90,112,156,110,46,52,78,64,68
104,104,112,132,110,70,52,56,64,68
100,114,96,104,110,46,54,56,68,80
82,112,96,104,110,80,80,56,64,68
82,94,96,104,110,58,52,56,76,68
142,90,96,104,110,72,52,68,64,68
82,108,160,110,110,56,52,64,70,68
82,90,96,104,110,46,60,70,74,68
82,102,96,104,110,64,80,78,64,68
82,118,96,104,110,52,52,56,68,86
92,98,104,112,110,46,52,56,64,68
142,90,96,142,110,80,52,56,70,68
102,128,96,104,110,122,52,60,68,68
94,102,100,104,110,50,58,56,64,68
136,110,110,104,110,46,52,58,64,68
116,90,114,104,110,90,86,56,64,68
82,98,118,104,110,66,82,66,72,78
94,128,114,124,122,58,52,134,64,74
82,96,114,108,110,46,52,72,64,68
88,126,112,110,110,60,54,78,64,68
82,120,116,104,110,74,52,60,64,72
106,90,96,120,110,68,78,56,64,68
130,148,96,104,110,50,60,56,64,68
82,90,96,112,110,64,52,56,64,78
112,90,102,118,114,60,52,56,112,84
104,90,96,126,110,46,52,56,64,68
82,122,96,106,110,58,70,58,74,68
82,94,104,104,110,80,52,56,64,68
92,90,96,104,110,104,56,58,64,68
94,118,108,104,110,46,58,56,64,68
94,98,96,126,110,68,78,72,64,68
82,120,96,104,110,58,64,62,64,68
148,90,108,112,110,46,58,56,72,68
92,90,96,104,110,46,70,56,64,70
104,90,132,124,110,66,54,62,80,68
140,90,96,104,128,46,76,62,64,68
84,108,108,122,110,68,70,56,76,68
84,100,96,104,110,46,52,66,64,76
122,90,104,104,110,82,62,56,64,68
150,98,108,104,122,46,66,56,64,68
94,104,96,104,110,64,60,60,64,68
86,96,96,142,144,76,52,56,64,68
98,122,96,104,110,70,60,68,90,72
82,120,96,104,110,68,60,56,64,68
116,94,96,116,110,60,66,56,64,68
96,96,96,108,110,58,84,56,64,72
94,90,114,104,110,74,66,72,64,76
82,90,140,122,110,78,90,56,70,68
120,148,96,150,110,76,86,56,64,78
82,100,160,104,110,52,66,56,64,74
98,112,118,116,110,104,56,64,64,74
96,102,120,104,110,46,62,64,64,70
172,90,96,104,110,74,52,102,94,68
96,106,108,104,110,92,52,56,68,68
96,100,96,104,110,62,72,56,70,68
98,116,96,110,110,70,52,56,86,68
98,90,130,104,130,68,52,78,64,76
158,108,110,118,110,58,90,56,64,74
88,92,96,104,110,72,52,56,64,82
98,150,120,104,110,66,56,56,64,68
174,160,96,142,110,60,64,60,64,68
90,102,106,104,110,46,66,72,70,68
82,104,118,112,110,58,52,86,64,68
82,106,110,104,110,94,52,56,64,68
128,90,124,146,110,52,54,66,86,76
122,112,96,104,156,46,52,58,64,82
82,90,96,104,110,86,52,56,84,68
92,90,96,114,110,46,52,56,64,68
158,100,96,104,122,54,52,56,72,68
82,112,130,120,110,58,80,64,72,100
114,96,96,104,110,86,86,62,64,68
94,100,96,104,114,46,74,68,76,68
88,90,96,124,114,46,52,58,64,68
82,102,96,104,110,60,52,56,70,80
96,94,96,104,110,102,64,56,64,68
82,110,96,104,122,78,52,56,64,68
88,90,96,104,110,46,52,76,64,68
110,90,96,114,110,66,82,56,68,68
90,94,96,104,110,46,76,56,86,68
116,138,96,144,138,66,68,56,68,68
124,90,124,104,114,46,60,56,64,74
96,132,96,104,110,46,72,62,64,72
86,108,108,108,110,76,72,56,78,68
108,90,102,104,130,46,82,56,64,68
82,90,144,104,110,52,68,70,74,84
142,96,104,104,110,58,52,68,78,68
96,90,126,108,110,60,56,74,64,68
128,96,124,130,114,46,58,56,70,74
92,90,134,104,122,66,52,62,64,68
104,108,104,104,110,98,52,56,64,68
82,90,120,104,110,102,54,76,64,68
132,90,96,126,110,62,80,56,64,68
82,112,102,104,110,56,52,58,64,68
98,90,96,118,118,46,52,84,64,68
102,98,96,106,110,58,64,56,64,98
88,90,100,110,110,88,58,64,64,68
114,90,104,130,110,46,74,62,64,68
82,90,96,104,110,46,74,68,66,68
156,128,96,104,110,46,52,88,64,68
82,96,96,104,116,82,52,56,64,68
92,98,132,104,110,46,58,56,64,68
100,90,116,120,110,72,52,60,64,84
128,90,96,104,110,92,52,90,78,68
108,90,98,106,110,68,52,56,64,68
82,90,96,104,110,50,66,56,86,80
114,96,140,104,114,60,56,60,64,72
120,120,116,122,138,60,52,56,64,68
102,90,96,104,110,46,58,80,64,68
148,104,102,104,110,50,52,56,84,68
122,118,96,116,122,46,64,56,64,72
82,104,126,112,110,66,62,74,80,68
82,90,104,104,128,50,56,56,72,68
108,142,114,104,110,46,78,60,86,84
100,90,100,104,116,46,62,56,64,68
144,90,134,104,110,46,80,76,64,68
82,122,104,106,110,46,52,74,70,74
124,130,122,104,116,56,52,56,64,68
140,112,96,104,110,58,54,84,64,88
82,100,96,108,110,50,52,56,64,96
98,90,106,104,110,86,60,56,64,76
82,116,96,104,110,60,72,74,64,68
82,120,124,108,110,116,86,56,64,68
152,104,104,122,142,46,84,56,64,68
82,94,96,104,110,58,52,80,64,80
92,100,96,104,110,46,60,56,64,68
98,90,118,104,110,50,52,74,64,74
86,90,116,104,110,68,98,76,70,68
116,122,120,104,110,46,74,62,96,76
82,90,102,104,110,88,52,60,64,68
86,120,96,112,110,46,52,56,66,86
134,106,96,104,110,66,52,56,64,70
82,90,132,104,110,50,98,68,64,68
118,90,110,112,126,46,60,88,64,68
100,90,96,104,110,70,56,56,64,84
82,104,136,104,110,46,52,56,76,68
164,90,96,106,110,46,52,64,70,78
96,122,138,104,110,46,52,84,64,68
94,98,112,104,144,46,56,56,64,74
110,122,96,116,110,50,52,62,64,68
86,114,104,104,110,58,78,56,64,68
96,102,134,104,110,60,52,56,64,74
82,94,110,104,110,74,66,56,64,68
90,90,102,104,114,50,52,56,64,74
84,108,96,104,110,46,62,58,64,68
104,100,138,104,116,62,70,80,64,82
84,108,124,104,110,50,82,96,64,78
140,100,96,104,110,60,52,56,64,68
88,120,96,104,110,82,66,80,64,68
94,94,96,104,110,68,92,56,80,68
82,96,126,114,132,96,52,56,64,68
82,90,102,104,114,62,66,56,64,92
96,106,98,114,110,56,58,56,102,68
84,100,138,160,110,46,52,56,64,68
100,108,96,124,110,46,94,62,64,76
84,108,140,112,110,80,70,56,76,68
104,90,96,106,110,78,56,60,64,68
170,90,108,138,110,50,52,80,64,68
86,96,116,106,110,68,56,56,72,68
100,102,96,130,110,56,64,64,64,80
106,96,112,104,110,60,70,72,64,68
110,108,96,104,110,78,58,56,64,78
82,100,110,114,116,50,92,56,68,74
112,90,96,104,110,46,56,56,68,68
140,118,122,104,110,94,72,56,64,68
94,90,96,136,110,50,68,60,64,72
82,90,96,104,110,46,62,56,82,86
108,90,102,104,110,46,52,82,74,68
120,90,96,104,110,50,52,68,72,68
116,90,102,136,110,62,52,56,68,68
88,90,114,104,110,46,52,56,64,68
94,128,96,122,110,54,92,56,64,68
114,112,96,124,110,46,82,60,64,68
130,90,104,116,110,46,82,56,68,68
100,90,96,104,110,68,52,86,64,68
102,90,96,104,110,56,56,72,64,68
82,116,124,104,110,78,68,80,64,68
134,90,104,104,118,52,54,88,64,78
82,102,96,104,110,52,60,66,64,68
102,160,96,104,116,118,82,56,80,68
106,90,124,104,110,50,62,56,64,68
110,118,146,114,110,46,72,56,72,68
92,100,96,104,110,46,62,62,64,86
88,118,108,104,110,74,56,84,70,68
82,102,96,104,114,64,80,56,66,68
98,120,98,104,124,78,56,80,72,68
82,116,96,104,110,54,58,76,64,68
112,106,96,104,116,62,78,58,78,70
96,90,96,136,110,52,88,56,66,68
104,90,136,104,110,56,56,56,64,68
82,90,106,114,110,80,52,56,64,68
88,90,96,104,110,76,54,56,80,68
108,90,96,108,110,70,62,56,74,68
88,90,106,112,110,56,52,56,64,68
